  iShares MSCI Emerging Markets ETF
(EEM) Inception Date:,4/7/2003
Fund Holdings as of,11/15/2013,Holdings are subject to change.
Total Net Assets ($000s),41911539
Number of Securities,822
Stock,99.64%
Cash,0.16%
Other,0.20%
May include dividends booked but not yet received.





CUSIP,ISIN,Sedol,Symbol,Name,% Net Assets,Market Value,Market,Sector,Exchange Rate,Market Price,Shares Held
--,CNE100000437,B07J656     ,2727      ,"SHANGHAI ELECTRIC GRP CO L-H",0.02,7679835.97,"XHKG","Industrials",7.75,0.35,21812000
--,KYG9222R1065,B29MKF5     ,220       ,"UNI-PRESIDENT CHINA HOLDINGS",0.02,7677223.01,"XHKG","Consumer Staples",7.75,1.02,7535000
--,TW0002606001,6911377     ,2606      ,"U-MING MARINE TRANSPORT CORP",0.02,7601603.27,"XTAI","Industrials",29.56,1.67,4540000
--,TW0002834009,6098816     ,2834      ,"TAIWAN BUSINESS BANK",0.02,7517464.56,"XTAI","Financials",29.56,0.30,25083811
50218G206   ,US50218G2066,B288CR0     ,LSRG      ,"LSR GROUP OJSC-GDR REGS",0.02,7413628.54,"XLON-IOE","Materials",1.0,3.70,2003142
--,INE361B01024,6602518     ,DIVI      ,"DIVI'S LABORATORIES LTD",0.02,7331766.42,"XNSE","Health Care",63.26,18.15,403908
--,TW0003037008,6137720     ,3037      ,"UNIMICRON TECHNOLOGY CORP",0.02,7306342.22,"XTAI","Information Technology",29.56,0.70,10511000
87260R201   ,US87260R2013,B1FY0V4     ,TMKS      ,"TMK-GDR REG S",0.02,7280325.90,"XLON-IOE","Energy",1.0,11.19,650610
--,HK1828040670,B284BK4     ,1828      ,"DAH CHONG HONG",0.02,7278089.69,"XHKG","Consumer Discretionary",7.75,0.79,9161000
--,INE455F01025,B01GVY7     ,JPA       ,"JAIPRAKASH ASSOCIATES LTD",0.02,7218706.02,"XNSE","Industrials",63.26,0.72,10058488
--,INE134E01011,B1S7225     ,POWF      ,"POWER FINANCE CORPORATION",0.02,7120541.30,"XNSE","Financials",63.26,2.36,3018060
--,TREENKA00011,B03MS64     ,ENKAI     ,"ENKA INSAAT VE SANAYI AS",0.02,7090232.60,"XIST","Industrials",2.03,3.22,2202796
--,LU0327357389,B28ZQ24     ,KER       ,"KERNEL HOLDING SA",0.02,7057110.94,"XWAR","Consumer Staples",3.11,13.82,510466
--,RU000A0JPNN9,B59RSV3     ,FEES      ,"FEDERAL GRID CO UNIFIED",0.02,7041742.05,"MISX","Utilities",32.62,0.00,2817668500
--,CNE1000004R6,B1H5082     ,1818      ,"ZHAOJIN MINING INDUSTRY - H",0.02,6955707.98,"XHKG","Materials",7.75,0.72,9717500
--,TRASISEW91Q3,B03MXR0     ,SISE      ,"TURK SISE VE CAM FABRIKALARI",0.02,6901152.69,"XIST","Industrials",2.03,1.33,5193373
--,KYG2116M1015,B39Z8W4     ,691       ,"CHINA SHANSHUI CEMENT GROUP",0.02,6900924.10,"XHKG","Materials",7.75,0.34,20345000
--,TRATOASO91H3,B03MY33     ,TOASO     ,"TOFAS TURK OTOMOBIL FABRIKA",0.02,6884537.34,"XIST","Consumer Discretionary",2.03,6.35,1084368
--,BRCSMGACNOR5,B0YBZJ2     ,CSMG3     ,"CIA SANEAMENTO MINAS GERAIS",0.02,6828055.32,"XBSP","Utilities",2.31,16.70,408800
--,TW0002392008,6175667     ,2392      ,"CHENG UEI PRECISION INDUSTRY",0.02,6806058.95,"XTAI","Information Technology",29.56,1.98,3439503
--,EST01PA00013,B88KB04     ,CLH       ,"CEMEX LATAM HOLDINGS SA",0.02,6804187.64,"XBOG","Materials",1922.45,7.15,952016
--,ID1000106206,B1Z5HY9     ,MNCN      ,"MEDIA NUSANTARA CITRA TBK PT",0.02,6464442.27,"XIDX","Consumer Discretionary",11619.94,0.21,31298500
--,TW0001605004,6936574     ,1605      ,"WALSIN LIHWA CORP",0.02,6427703.03,"XTAI","Industrials",29.56,0.29,21842000
--,TW0001704005,6509255     ,1704      ,"LCY CHEMICAL CORP",0.02,6403609.83,"XTAI","Materials",29.56,1.21,5288076
--,BRLAMEACNOR9,2523367     ,LAME3     ,"LOJAS AMERICANAS SA",0.02,6376513.84,"XBSP","Consumer Discretionary",2.31,6.05,1054700
--,BRMDIAACNOR7,B1FRH89     ,MDIA3     ,"M DIAS BRANCO SA",0.02,6370786.52,"XBSP","Consumer Staples",2.31,45.38,140400
--,BRARTRACNOR3,B97Q0K3     ,ARTR3     ,"ARTERIS SA",0.01,6273465.48,"XBSP","Industrials",2.31,8.19,766058
--,PLENEA000013,B3F97B2     ,ENA       ,"ENEA SA",0.01,6212510.35,"XWAR","Utilities",3.11,4.71,1318652
--,INE036A01016,6099853     ,RELI      ,"RELIANCE INFRASTRUCTURE LTD",0.01,6175038.32,"XNSE","Utilities",63.26,6.54,944813
--,INE614G01033,B2NP5J9     ,RPWR      ,"RELIANCE POWER LTD",0.01,6157918.72,"XNSE","Utilities",63.26,1.12,5486619
--,CLP9796J1008,2932220     ,CONCHA    ,"VINA CONCHA Y TORO SA",0.01,6075423.69,"XSGO","Consumer Staples",521.13,1.86,3272572
--,KR7011200003,6405869     ,011200    ,"HYUNDAI MERCHANT MARINE",0.01,6027135.50,"XKRX","Industrials",1063.45,10.48,574848
--,ID1000094006,6565127     ,PTBA      ,"TAMBANG BATUBARA BUKIT ASAM",0.01,6001066.19,"XIDX","Energy",11619.94,1.01,5960000
167355296   ,INE013A01015,6101082     ,RCAPT     ,"RELIANCE CAPITAL LTD",0.01,5951674.68,"XNSE","Financials",63.26,5.57,1068245
--,KR7047040001,6344122     ,047040    ,"DAEWOO ENGINEERING & CONSTR",0.01,5879215.94,"XKRX","Industrials",1063.45,7.50,783490
99B0WD5H5   ,KR7037620002,B0WD5H8     ,037620    ,"MIRAE ASSET SECURITIES CO LT",0.01,5859500.39,"XKRX","Financials",1063.45,30.37,192919
--,INE069A01017,6100421     ,ABNL      ,"ADITYA BIRLA NUVO LTD",0.01,5764714.79,"XNSE","Industrials",63.26,19.09,302009
--,COB07PA00011,2102391     ,BCOLO     ,"BANCOLOMBIA SA",0.01,5730156.41,"XBOG","Financials",1922.45,12.99,440990
--,ZAE000184396,BG3F0W5     ,ABLN      ,"AFRICAN BANK INVESTMENTS-RTS",0.01,5717417.60,"XJSE","Financials",10.17,0.57,10111377
--,ID1000068703,6043485     ,BUMI      ,"BUMI RESOURCES TBK PT",0.01,5556399.34,"XIDX","Energy",11619.94,0.03,161412500
--,KR7001740000,B04PZG1     ,001740    ,"SK NETWORKS CO LTD",0.01,5428314.77,"XKRX","Industrials",1063.45,6.54,830610
--,BRMPLUACNOR3,B3PRVV4     ,MPLU3     ,"MULTIPLUS SA",0.01,5310942.10,"XBSP","Consumer Discretionary",2.31,12.88,412400
--,INE274J01014,B409HQ9     ,OINL      ,"OIL INDIA LTD",0.01,5275650.54,"XNSE","Energy",63.26,7.31,721751
--,BRTAEECDAM10,B1G8KX7     ,TAEE11    ,"TRANSMISSORA ALIANCA DE-UNIT",0.01,5275007.78,"XBSP","Utilities",2.31,9.21,572800
--,TH0128010R17,B018C28     ,MINTr     ,"MINOR INTERNATIONAL PCL-NVDR",0.01,5272404.39,"XBKK","Consumer Discretionary",31.63,0.80,6604600
--,INE003A01024,B15T569     ,SIEM      ,"SIEMENS LTD",0.01,5227655.61,"XNSE","Industrials",63.26,8.79,594573
--,TW0001802007,6870865     ,1802      ,"TAIWAN GLASS IND CORP",0.01,5172931.82,"XTAI","Industrials",29.56,1.01,5106176
--,TW0003044004,6305721     ,3044      ,"TRIPOD TECHNOLOGY CORP",0.01,4993661.74,"XTAI","Information Technology",29.56,1.64,3043920
--,HU0000073507,4577469     ,MTELEKOM  ,"MAGYAR TELEKOM TELECOMMUNICA",0.01,4898669.45,"XBUD","Telecommunication Services",221.37,1.26,3900721
--,CNE1000002T6,6013693     ,1055      ,"CHINA SOUTHERN AIRLINES CO-H",0.01,4734523.75,"XHKG","Industrials",7.75,0.36,13064000
--,TW0002204005,6191328     ,2204      ,"CHINA MOTOR CORP",0.01,4660354.79,"XTAI","Consumer Discretionary",29.56,0.92,5084000
--,CNE100000544,B0PR2N2     ,1025      ,"WUMART STORES INC-H",0.01,4635833.46,"XHKG","Consumer Staples",7.75,1.64,2834750
--,KYG989221000,B734XQ4     ,4958      ,"ZHEN DING TECHNOLOGY HOLDING",0.01,4629814.77,"XTAI","Information Technology",29.56,2.31,2001075
--,KYG126521064,B24FZ32     ,3998      ,"BOSIDENG INTL HLDGS LTD",0.01,4559424.28,"XHKG","Consumer Discretionary",7.75,0.20,23106000
--,KYG2830J1031,6704351     ,210       ,"DAPHNE INTERNATIONAL HOLDING",0.01,4539374.37,"XHKG","Consumer Discretionary",7.75,0.45,10114000
--,INE084A01016,6099789     ,BOI       ,"BANK OF INDIA",0.01,4448925.13,"XNSE","Financials",63.26,3.53,1261210
--,PLZATRM00012,B3B61Y8     ,ATT       ,"GRUPA AZOTY SA",0.01,4219078.99,"XWAR","Materials",3.11,24.01,175745
--,TH0661010R17,6418555     ,HMPROr    ,"HOME PRODUCT CENTER PCL-NVDR",0.01,4180502.86,"XBKK","Consumer Discretionary",31.63,0.35,11912550
--,PHY003341054,6147105     ,AGI       ,"ALLIANCE GLOBAL GROUP INC",0.01,4065322.24,"XPHS","Consumer Staples",43.59,0.62,6586880
--,PHY0005M1090,B1Z9Q99     ,AP        ,"ABOITIZ POWER CORP",0.01,4062338.19,"XPHS","Utilities",43.59,0.76,5365364
--,MYL1082OO006,6436450     ,HLFG      ,"HONG LEONG FINANCIAL GROUP",0.01,4043122.56,"XKLS","Financials",3.2,4.65,869000
--,KR7003450004,6497888     ,003450    ,"HYUNDAI SECURITIES CO",0.01,3971182.24,"XKRX","Financials",1063.45,5.32,746140
78440P108   ,US78440P1084,2495648     ,SKM       ,"SK TELECOM CO LTD-ADR",0.01,3949335.04,"XNYS","Telecommunication Services",1.0,23.36,169064
--,INE476A01014,6580012     ,CBK       ,"CANARA BANK",0.01,3922252.15,"XNSE","Financials",63.26,4.02,976857
--,INE694A01020,B17MRV5     ,UT        ,"UNITECH LTD",0.01,3769750.21,"XNSE","Financials",63.26,0.26,14365928
--,INE140A01024,B058J56     ,PIEL      ,"PIRAMAL ENTERPRISES LTD",0.01,3766804.20,"XNSE","Health Care",63.26,8.76,430084
--,INE264A01014,6140052     ,SKB       ,"GLAXOSMITHKLINE CONSUMER HEA",0.01,3716194.32,"XNSE","Consumer Staples",63.26,70.89,52422
--,HK0000065737,6803247     ,81        ,"CHINA OVERSEAS GRAND OCEANS",0.01,3609641.92,"XHKG","Financials",7.75,1.12,3217000
--,KYG693701156,B0HZZ57     ,3368      ,"PARKSON RETAIL GROUP LTD",0.01,3444100.53,"XHKG","Consumer Discretionary",7.75,0.35,9890500
--,RU000A0JPNM1,B5B2VL7     ,IRAO      ,"INTER RAO JSC",0.01,3092997.53,"MISX","Utilities",32.62,0.00,12318841700
--,TW0002707007,6107574     ,2707      ,"FORMOSA INTERNATIONAL HOTELS",0.01,3081306.48,"XTAI","Consumer Discretionary",29.56,11.33,271923
--,TW0009933002,6239187     ,9933      ,"CTCI CORP",0.01,2816851.84,"XTAI","Industrials",29.56,1.62,1744000
--,ID1000116700,B4LD3M8     ,ICBP      ,"INDOFOOD CBP SUKSES MAKMUR T",0.01,2794920.93,"XIDX","Consumer Staples",11619.94,0.86,3264000
--,PHY603051020,B1L8838     ,MPI       ,"METRO PACIFIC INVESTMENTS CO",0.01,2761070.98,"XPHS","Financials",43.59,0.11,25071100
--,CNE100001NN9,B87RSJ4     ,2039      ,"CHINA INTERNATIONAL MARINE-H",0.01,2580267.37,"XHKG","Industrials",7.75,1.82,1418900
--,TW0002451002,6350497     ,2451      ,"TRANSCEND INFORMATION INC",0.01,2422541.29,"XTAI","Information Technology",29.56,3.05,794000
--,INE049B01025,B00YYS7     ,WPL       ,"WOCKHARDT LTD",0.01,2259211.35,"XNSE","Health Care",63.26,7.48,301992
--,MA0000011926,6088334     ,ATW       ,"ATTIJARIWAFA BANK",0.00,1940652.04,"XCAS","Financials",8.3,38.46,50453
--,CNE000000T59,6043645     ,200869    ,"YANTAI CHANGYU PIONEER-B",0.00,1937955.00,"XSHE","Consumer Staples",7.75,3.44,563413
--,MYL6399OO009,B7W5GK3     ,ASTRO     ,"ASTRO MALAYSIA HOLDINGS BHD",0.00,1772713.82,"XKLS","Consumer Discretionary",3.2,0.90,1964400
--,KR7000080002,B05R492     ,000080    ,"HITE JINRO CO LTD",0.00,1753021.39,"XKRX","Consumer Staples",1063.45,23.51,74570
--,PHY6028G1361,6514442     ,MBT       ,"METROPOLITAN BANK & TRUST",0.00,1574847.55,"XPHS","Financials",43.59,1.84,853728
--,TW0002615002,6932334     ,2615      ,"WAN HAI LINES LTD",0.00,1485984.06,"XTAI","Industrials",29.56,0.52,2871300
BRSKZLAM2   ,BRENEVACNOR8,BFWHKM5     ,ENEV3     ,"ENEVA SA",0.00,1462247.81,"XBSP","Utilities",2.31,1.42,1031598
--,PHY2088F1004,6272483     ,DMC       ,"DMCI HOLDINGS INC",0.00,1456785.57,"XPHS","Industrials",43.59,1.22,1198000
99B04SJM7   ,MA0000011488,B04SJM4     ,IAM       ,"MAROC TELECOM",0.00,1318480.39,"XCAS","Telecommunication Services",8.3,11.47,114980
--,ID1000097405,B00FYK2     ,ISAT      ,"INDOSAT TBK PT",0.00,1276436.81,"XIDX","Telecommunication Services",11619.94,0.31,4178060
--,KR7030200000,6505316     ,030200    ,"KT CORP",0.00,1269165.86,"XKRX","Telecommunication Services",1063.45,31.41,40410
--,MX01CH170002,B457NQ0     ,CHDRAUIB  ,"GRUPO COMERCIAL CHEDRAUI SA",0.00,1216329.30,"XMEX","Consumer Staples",12.96,3.07,396700
--,MA0000011512,B18R0L0     ,ADH       ,"DOUJA PROM ADDOHA",0.00,979276.31,"XCAS","Financials",8.3,6.59,148710
--,ZAE000184164,BF2ZW45     ,NHMN      ,"NORTHAM PLATINUM LTD-RTS",0.00,687836.84,"XJSE","Materials",10.17,0.11,6082272
--,PHY2292T1026,B1GHQN6     ,EDC       ,"ENERGY DEVELOPMENT CORP",0.00,534510.95,"XPHS","Utilities",43.59,0.12,4613200
--,TREMGTI00012,B50PPK4     ,MGROS     ,"MIGROS TICARET A.S",0.00,5.22,"XIST","Consumer Discretionary",2.03,8.47,1
--,CL0000002304,BGJZM89     ,LANOSA    ,"LAN AIRLINES GROUP SA - RTS",0.00,0.01,"XSGO","--",521.13,0.00,378358




*Securities primarily traded in the U.S. market use CUSIP identifiers.  Securities primarily traded abroad use a 6-digit SEDOL(tm) with a trailing check digit and a "99" at the beginning for internal coding purposes.  If a SEDOL(tm) is unavailable

Please note: Total allocation percentages may not equal 100% due to rounding or omission of holdings of less than 1%. Information on certain fund holdings of less than 1% may not be widely available and may not be included in this list.

SEDOL(tm) is a trademark of the London Stock Exchange plc and used under license.
